algorithm,hardware_size,logical_qubits,dag_seed,dag_label,issue_width,meas_width,ff_width,l_meas,l_ff,f_over_w,total_cycles_asap,total_cycles_ff_rate_matched,cycles_ratio_ff_over_asap,throughput_asap,throughput_ff_rate_matched,throughput_gain_pct,stall_rate_asap,stall_rate_ff_rate_matched,stall_rate_delta
QAOA,8,64,3,QAOA_H8_Q64_s3_shifted,16,16,2,1,2,0.125000,2448,2448,1.000000,1.997549,1.997549,0.000000,0.626225,0.003676,-0.622549
QAOA,8,64,3,QAOA_H8_Q64_s3_shifted,16,16,3,1,2,0.187500,1633,1633,1.000000,2.994489,2.994489,0.000000,0.48071,0.003674,-0.477036
QAOA,8,64,3,QAOA_H8_Q64_s3_shifted,16,16,4,1,2,0.250000,1226,1226,1.000000,3.988581,3.988581,0.000000,0.343393,0.004078,-0.339315
QAOA,8,64,3,QAOA_H8_Q64_s3_shifted,4,4,2,1,2,0.500000,2448,2448,1.000000,1.997549,1.997549,0.000000,0.385212,0.001225,-0.383987
QAOA,8,64,3,QAOA_H8_Q64_s3_shifted,4,4,3,1,2,0.750000,1633,1633,1.000000,2.994489,2.994489,0.000000,0.183711,0.001225,-0.182486
QAOA,8,64,3,QAOA_H8_Q64_s3_shifted,4,4,4,1,2,1.000000,1226,1226,1.000000,3.988581,3.988581,0.000000,0.001631,0.001631,0.000000
QAOA,8,64,3,QAOA_H8_Q64_s3_shifted,8,8,2,1,2,0.250000,2448,2448,1.000000,1.997549,1.997549,0.000000,0.549428,0.002042,-0.547386
QAOA,8,64,3,QAOA_H8_Q64_s3_shifted,8,8,3,1,2,0.375000,1633,1633,1.000000,2.994489,2.994489,0.000000,0.386405,0.001837,-0.384568
QAOA,8,64,3,QAOA_H8_Q64_s3_shifted,8,8,4,1,2,0.500000,1226,1226,1.000000,3.988581,3.988581,0.000000,0.251223,0.002447,-0.248776
QAOA,8,64,4,QAOA_H8_Q64_s4_shifted,16,16,2,1,2,0.125000,2490,2490,1.000000,1.99759,1.99759,0.000000,0.638153,0.003614,-0.634539
QAOA,8,64,4,QAOA_H8_Q64_s4_shifted,16,16,3,1,2,0.187500,1661,1661,1.000000,2.994582,2.994582,0.000000,0.491872,0.003612,-0.488260
QAOA,8,64,4,QAOA_H8_Q64_s4_shifted,16,16,4,1,2,0.250000,1247,1247,1.000000,3.988773,3.988773,0.000000,0.363272,0.00401,-0.359262
QAOA,8,64,4,QAOA_H8_Q64_s4_shifted,4,4,2,1,2,0.500000,2490,2490,1.000000,1.99759,1.99759,0.000000,0.393173,0.001205,-0.391968
QAOA,8,64,4,QAOA_H8_Q64_s4_shifted,4,4,3,1,2,0.750000,1661,1661,1.000000,2.994582,2.994582,0.000000,0.177604,0.001204,-0.176400
QAOA,8,64,4,QAOA_H8_Q64_s4_shifted,4,4,4,1,2,1.000000,1247,1247,1.000000,3.988773,3.988773,0.000000,0.001604,0.001604,0.000000
QAOA,8,64,4,QAOA_H8_Q64_s4_shifted,8,8,2,1,2,0.250000,2490,2490,1.000000,1.99759,1.99759,0.000000,0.558233,0.002008,-0.556225
QAOA,8,64,4,QAOA_H8_Q64_s4_shifted,8,8,3,1,2,0.375000,1661,1661,1.000000,2.994582,2.994582,0.000000,0.399157,0.001806,-0.397351
QAOA,8,64,4,QAOA_H8_Q64_s4_shifted,8,8,4,1,2,0.500000,1247,1247,1.000000,3.988773,3.988773,0.000000,0.268645,0.002406,-0.266239
QFT,4,16,0,QFT_H4_Q16_s0_shifted,16,16,2,1,2,0.125000,621,621,1.000000,1.983897,1.983897,0.000000,0.723027,0.014493,-0.708534
QFT,4,16,0,QFT_H4_Q16_s0_shifted,16,16,3,1,2,0.187500,416,416,1.000000,2.961538,2.961538,0.000000,0.627404,0.014423,-0.612981
QFT,4,16,0,QFT_H4_Q16_s0_shifted,16,16,4,1,2,0.250000,314,314,1.000000,3.923567,3.923567,0.000000,0.566879,0.019108,-0.547771
QFT,4,16,0,QFT_H4_Q16_s0_shifted,4,4,2,1,2,0.500000,621,619,0.996779,1.983897,1.990307,0.323101,0.457327,0.004847,-0.452480
QFT,4,16,0,QFT_H4_Q16_s0_shifted,4,4,3,1,2,0.750000,416,415,0.997596,2.961538,2.968675,0.240990,0.216346,0.007229,-0.209117
QFT,4,16,0,QFT_H4_Q16_s0_shifted,4,4,4,1,2,1.000000,314,314,1.000000,3.923567,3.923567,0.000000,0.012739,0.012739,0.000000
QFT,4,16,0,QFT_H4_Q16_s0_shifted,8,8,2,1,2,0.250000,621,621,1.000000,1.983897,1.983897,0.000000,0.658615,0.009662,-0.648953
QFT,4,16,0,QFT_H4_Q16_s0_shifted,8,8,3,1,2,0.375000,416,416,1.000000,2.961538,2.961538,0.000000,0.509615,0.009615,-0.500000
QFT,4,16,0,QFT_H4_Q16_s0_shifted,8,8,4,1,2,0.500000,314,314,1.000000,3.923567,3.923567,0.000000,0.401274,0.012739,-0.388535
QFT,4,16,1,QFT_H4_Q16_s1_shifted,16,16,2,1,2,0.125000,619,619,1.000000,1.990307,1.990307,0.000000,0.759289,0.011309,-0.747980
QFT,4,16,1,QFT_H4_Q16_s1_shifted,16,16,3,1,2,0.187500,416,416,1.000000,2.961538,2.961538,0.000000,0.677885,0.012019,-0.665866
QFT,4,16,1,QFT_H4_Q16_s1_shifted,16,16,4,1,2,0.250000,314,314,1.000000,3.923567,3.923567,0.000000,0.624204,0.012739,-0.611465
QFT,4,16,1,QFT_H4_Q16_s1_shifted,4,4,2,1,2,0.500000,619,619,1.000000,1.990307,1.990307,0.000000,0.466882,0.003231,-0.463651
QFT,4,16,1,QFT_H4_Q16_s1_shifted,4,4,3,1,2,0.750000,416,416,1.000000,2.961538,2.961538,0.000000,0.221154,0.004808,-0.216346
QFT,4,16,1,QFT_H4_Q16_s1_shifted,4,4,4,1,2,1.000000,314,314,1.000000,3.923567,3.923567,0.000000,0.006369,0.006369,0.000000
QFT,4,16,1,QFT_H4_Q16_s1_shifted,8,8,2,1,2,0.250000,619,619,1.000000,1.990307,1.990307,0.000000,0.680129,0.004847,-0.675282
QFT,4,16,1,QFT_H4_Q16_s1_shifted,8,8,3,1,2,0.375000,416,416,1.000000,2.961538,2.961538,0.000000,0.533654,0.007212,-0.526442
QFT,4,16,1,QFT_H4_Q16_s1_shifted,8,8,4,1,2,0.500000,314,314,1.000000,3.923567,3.923567,0.000000,0.43949,0.009554,-0.429936
QFT,4,16,2,QFT_H4_Q16_s2_shifted,16,16,2,1,2,0.125000,621,621,1.000000,1.983897,1.983897,0.000000,0.724638,0.011272,-0.713366
QFT,4,16,2,QFT_H4_Q16_s2_shifted,16,16,3,1,2,0.187500,417,417,1.000000,2.954436,2.954436,0.000000,0.63789,0.01199,-0.625900
QFT,4,16,2,QFT_H4_Q16_s2_shifted,16,16,4,1,2,0.250000,315,315,1.000000,3.911111,3.911111,0.000000,0.577778,0.012698,-0.565080
QFT,4,16,2,QFT_H4_Q16_s2_shifted,4,4,2,1,2,0.500000,621,621,1.000000,1.983897,1.983897,0.000000,0.470209,0.004831,-0.465378
QFT,4,16,2,QFT_H4_Q16_s2_shifted,4,4,3,1,2,0.750000,417,417,1.000000,2.954436,2.954436,0.000000,0.235012,0.007194,-0.227818
QFT,4,16,2,QFT_H4_Q16_s2_shifted,4,4,4,1,2,1.000000,315,315,1.000000,3.911111,3.911111,0.000000,0.009524,0.009524,0.000000
QFT,4,16,2,QFT_H4_Q16_s2_shifted,8,8,2,1,2,0.250000,621,621,1.000000,1.983897,1.983897,0.000000,0.657005,0.006441,-0.650564
QFT,4,16,2,QFT_H4_Q16_s2_shifted,8,8,3,1,2,0.375000,417,417,1.000000,2.954436,2.954436,0.000000,0.539568,0.007194,-0.532374
QFT,4,16,2,QFT_H4_Q16_s2_shifted,8,8,4,1,2,0.500000,315,315,1.000000,3.911111,3.911111,0.000000,0.444444,0.009524,-0.434920
QFT,4,16,3,QFT_H4_Q16_s3_shifted,16,16,2,1,2,0.125000,621,621,1.000000,1.983897,1.983897,0.000000,0.73913,0.014493,-0.724637
QFT,4,16,3,QFT_H4_Q16_s3_shifted,16,16,3,1,2,0.187500,417,417,1.000000,2.954436,2.954436,0.000000,0.633094,0.016787,-0.616307
QFT,4,16,3,QFT_H4_Q16_s3_shifted,16,16,4,1,2,0.250000,315,315,1.000000,3.911111,3.911111,0.000000,0.584127,0.019048,-0.565079
QFT,4,16,3,QFT_H4_Q16_s3_shifted,4,4,2,1,2,0.500000,621,620,0.998390,1.983897,1.987097,0.161299,0.463768,0.004839,-0.458929
QFT,4,16,3,QFT_H4_Q16_s3_shifted,4,4,3,1,2,0.750000,417,417,1.000000,2.954436,2.954436,0.000000,0.223022,0.009592,-0.213430
QFT,4,16,3,QFT_H4_Q16_s3_shifted,4,4,4,1,2,1.000000,315,315,1.000000,3.911111,3.911111,0.000000,0.012698,0.012698,0.000000
QFT,4,16,3,QFT_H4_Q16_s3_shifted,8,8,2,1,2,0.250000,621,621,1.000000,1.983897,1.983897,0.000000,0.657005,0.009662,-0.647343
QFT,4,16,3,QFT_H4_Q16_s3_shifted,8,8,3,1,2,0.375000,417,417,1.000000,2.954436,2.954436,0.000000,0.539568,0.01199,-0.527578
QFT,4,16,3,QFT_H4_Q16_s3_shifted,8,8,4,1,2,0.500000,315,315,1.000000,3.911111,3.911111,0.000000,0.44127,0.012698,-0.428572
QFT,4,16,4,QFT_H4_Q16_s4_shifted,16,16,2,1,2,0.125000,619,620,1.001616,1.990307,1.987097,-0.161282,0.707593,0.01129,-0.696303
QFT,4,16,4,QFT_H4_Q16_s4_shifted,16,16,3,1,2,0.187500,415,415,1.000000,2.968675,2.968675,0.000000,0.604819,0.012048,-0.592771
QFT,4,16,4,QFT_H4_Q16_s4_shifted,16,16,4,1,2,0.250000,314,314,1.000000,3.923567,3.923567,0.000000,0.538217,0.015924,-0.522293
QFT,4,16,4,QFT_H4_Q16_s4_shifted,4,4,2,1,2,0.500000,619,620,1.001616,1.990307,1.987097,-0.161282,0.449111,0.004839,-0.444272
QFT,4,16,4,QFT_H4_Q16_s4_shifted,4,4,3,1,2,0.750000,415,415,1.000000,2.968675,2.968675,0.000000,0.214458,0.007229,-0.207229
QFT,4,16,4,QFT_H4_Q16_s4_shifted,4,4,4,1,2,1.000000,314,314,1.000000,3.923567,3.923567,0.000000,0.009554,0.009554,0.000000
QFT,4,16,4,QFT_H4_Q16_s4_shifted,8,8,2,1,2,0.250000,619,620,1.001616,1.990307,1.987097,-0.161282,0.633279,0.006452,-0.626827
QFT,4,16,4,QFT_H4_Q16_s4_shifted,8,8,3,1,2,0.375000,415,415,1.000000,2.968675,2.968675,0.000000,0.503614,0.009639,-0.493975
QFT,4,16,4,QFT_H4_Q16_s4_shifted,8,8,4,1,2,0.500000,314,314,1.000000,3.923567,3.923567,0.000000,0.407643,0.012739,-0.394904
QFT,6,36,0,QFT_H6_Q36_s0_shifted,16,16,2,1,2,0.125000,3191,3191,1.000000,1.996866,1.996866,0.000000,0.702914,0.002194,-0.700720
QFT,6,36,0,QFT_H6_Q36_s0_shifted,16,16,3,1,2,0.187500,2130,2130,1.000000,2.991549,2.991549,0.000000,0.577465,0.001878,-0.575587
QFT,6,36,0,QFT_H6_Q36_s0_shifted,16,16,4,1,2,0.250000,1600,1601,1.000625,3.9825,3.980012,-0.062473,0.49375,0.002498,-0.491252
QFT,6,36,0,QFT_H6_Q36_s0_shifted,4,4,2,1,2,0.500000,3191,3191,1.000000,1.996866,1.996866,0.000000,0.428079,0.00094,-0.427139
QFT,6,36,0,QFT_H6_Q36_s0_shifted,4,4,3,1,2,0.750000,2130,2131,1.000469,2.991549,2.990145,-0.046932,0.221596,0.001408,-0.220188
QFT,6,36,0,QFT_H6_Q36_s0_shifted,4,4,4,1,2,1.000000,1601,1601,1.000000,3.980012,3.980012,0.000000,0.001874,0.001874,0.000000
QFT,6,36,0,QFT_H6_Q36_s0_shifted,8,8,2,1,2,0.250000,3191,3191,1.000000,1.996866,1.996866,0.000000,0.615481,0.001254,-0.614227
QFT,6,36,0,QFT_H6_Q36_s0_shifted,8,8,3,1,2,0.375000,2130,2131,1.000469,2.991549,2.990145,-0.046932,0.465728,0.001877,-0.463851
QFT,6,36,0,QFT_H6_Q36_s0_shifted,8,8,4,1,2,0.500000,1600,1601,1.000625,3.9825,3.980012,-0.062473,0.355,0.002498,-0.352502
QFT,6,36,1,QFT_H6_Q36_s1_shifted,16,16,2,1,2,0.125000,3191,3191,1.000000,1.996866,1.996866,0.000000,0.69508,0.00188,-0.693200
QFT,6,36,1,QFT_H6_Q36_s1_shifted,16,16,3,1,2,0.187500,2131,2131,1.000000,2.990145,2.990145,0.000000,0.565462,0.003285,-0.562177
QFT,6,36,1,QFT_H6_Q36_s1_shifted,16,16,4,1,2,0.250000,1601,1601,1.000000,3.980012,3.980012,0.000000,0.476577,0.002498,-0.474079
QFT,6,36,1,QFT_H6_Q36_s1_shifted,4,4,2,1,2,0.500000,3191,3191,1.000000,1.996866,1.996866,0.000000,0.43278,0.000627,-0.432153
QFT,6,36,1,QFT_H6_Q36_s1_shifted,4,4,3,1,2,0.750000,2131,2131,1.000000,2.990145,2.990145,0.000000,0.224308,0.001877,-0.222431
QFT,6,36,1,QFT_H6_Q36_s1_shifted,4,4,4,1,2,1.000000,1601,1601,1.000000,3.980012,3.980012,0.000000,0.001874,0.001874,0.000000
QFT,6,36,1,QFT_H6_Q36_s1_shifted,8,8,2,1,2,0.250000,3191,3191,1.000000,1.996866,1.996866,0.000000,0.605766,0.001254,-0.604512
QFT,6,36,1,QFT_H6_Q36_s1_shifted,8,8,3,1,2,0.375000,2131,2131,1.000000,2.990145,2.990145,0.000000,0.463163,0.002346,-0.460817
QFT,6,36,1,QFT_H6_Q36_s1_shifted,8,8,4,1,2,0.500000,1601,1601,1.000000,3.980012,3.980012,0.000000,0.364147,0.001874,-0.362273
QFT,6,36,2,QFT_H6_Q36_s2_shifted,16,16,2,1,2,0.125000,3191,3191,1.000000,1.996866,1.996866,0.000000,0.696647,0.002194,-0.694453
QFT,6,36,2,QFT_H6_Q36_s2_shifted,16,16,3,1,2,0.187500,2130,2130,1.000000,2.991549,2.991549,0.000000,0.565258,0.001878,-0.563380
QFT,6,36,2,QFT_H6_Q36_s2_shifted,16,16,4,1,2,0.250000,1600,1600,1.000000,3.9825,3.9825,0.000000,0.486875,0.0025,-0.484375
QFT,6,36,2,QFT_H6_Q36_s2_shifted,4,4,2,1,2,0.500000,3191,3191,1.000000,1.996866,1.996866,0.000000,0.423065,0.00094,-0.422125
QFT,6,36,2,QFT_H6_Q36_s2_shifted,4,4,3,1,2,0.750000,2130,2130,1.000000,2.991549,2.991549,0.000000,0.215023,0.001408,-0.213615
QFT,6,36,2,QFT_H6_Q36_s2_shifted,4,4,4,1,2,1.000000,1600,1600,1.000000,3.9825,3.9825,0.000000,0.001875,0.001875,0.000000
QFT,6,36,2,QFT_H6_Q36_s2_shifted,8,8,2,1,2,0.250000,3191,3191,1.000000,1.996866,1.996866,0.000000,0.610467,0.001254,-0.609213
QFT,6,36,2,QFT_H6_Q36_s2_shifted,8,8,3,1,2,0.375000,2130,2130,1.000000,2.991549,2.991549,0.000000,0.44507,0.001408,-0.443662
QFT,6,36,2,QFT_H6_Q36_s2_shifted,8,8,4,1,2,0.500000,1600,1600,1.000000,3.9825,3.9825,0.000000,0.3425,0.001875,-0.340625
QFT,6,36,3,QFT_H6_Q36_s3_shifted,16,16,2,1,2,0.125000,3190,3191,1.000313,1.997492,1.996866,-0.031339,0.709718,0.002507,-0.707211
QFT,6,36,3,QFT_H6_Q36_s3_shifted,16,16,3,1,2,0.187500,2131,2131,1.000000,2.990145,2.990145,0.000000,0.588456,0.003285,-0.585171
QFT,6,36,3,QFT_H6_Q36_s3_shifted,16,16,4,1,2,0.250000,1602,1602,1.000000,3.977528,3.977528,0.000000,0.513109,0.00437,-0.508739
QFT,6,36,3,QFT_H6_Q36_s3_shifted,4,4,2,1,2,0.500000,3190,3190,1.000000,1.997492,1.997492,0.000000,0.440125,0.00094,-0.439185
QFT,6,36,3,QFT_H6_Q36_s3_shifted,4,4,3,1,2,0.750000,2131,2130,0.999531,2.990145,2.991549,0.046954,0.218677,0.001408,-0.217269
QFT,6,36,3,QFT_H6_Q36_s3_shifted,4,4,4,1,2,1.000000,1602,1602,1.000000,3.977528,3.977528,0.000000,0.003121,0.003121,0.000000
QFT,6,36,3,QFT_H6_Q36_s3_shifted,8,8,2,1,2,0.250000,3190,3191,1.000313,1.997492,1.996866,-0.031339,0.625392,0.00188,-0.623512
QFT,6,36,3,QFT_H6_Q36_s3_shifted,8,8,3,1,2,0.375000,2131,2131,1.000000,2.990145,2.990145,0.000000,0.479118,0.002816,-0.476302
QFT,6,36,3,QFT_H6_Q36_s3_shifted,8,8,4,1,2,0.500000,1602,1602,1.000000,3.977528,3.977528,0.000000,0.378901,0.003745,-0.375156
QFT,6,36,4,QFT_H6_Q36_s4_shifted,16,16,2,1,2,0.125000,3191,3191,1.000000,1.996866,1.996866,0.000000,0.690379,0.002507,-0.687872
QFT,6,36,4,QFT_H6_Q36_s4_shifted,16,16,3,1,2,0.187500,2131,2131,1.000000,2.990145,2.990145,0.000000,0.561708,0.004693,-0.557015
QFT,6,36,4,QFT_H6_Q36_s4_shifted,16,16,4,1,2,0.250000,1601,1601,1.000000,3.980012,3.980012,0.000000,0.465959,0.004997,-0.460962
QFT,6,36,4,QFT_H6_Q36_s4_shifted,4,4,2,1,2,0.500000,3191,3192,1.000313,1.996866,1.996241,-0.031299,0.427766,0.001566,-0.426200
QFT,6,36,4,QFT_H6_Q36_s4_shifted,4,4,3,1,2,0.750000,2131,2131,1.000000,2.990145,2.990145,0.000000,0.207414,0.001408,-0.206006
QFT,6,36,4,QFT_H6_Q36_s4_shifted,4,4,4,1,2,1.000000,1601,1601,1.000000,3.980012,3.980012,0.000000,0.001249,0.001249,0.000000
QFT,6,36,4,QFT_H6_Q36_s4_shifted,8,8,2,1,2,0.250000,3191,3191,1.000000,1.996866,1.996866,0.000000,0.602006,0.001567,-0.600439
QFT,6,36,4,QFT_H6_Q36_s4_shifted,8,8,3,1,2,0.375000,2131,2131,1.000000,2.990145,2.990145,0.000000,0.442046,0.002816,-0.439230
QFT,6,36,4,QFT_H6_Q36_s4_shifted,8,8,4,1,2,0.500000,1601,1601,1.000000,3.980012,3.980012,0.000000,0.349157,0.003123,-0.346034
VQE,4,16,0,VQE_H4_Q16_s0_shifted,16,16,2,1,2,0.125000,131,131,1.000000,1.954198,1.954198,0.000000,0.755725,0.053435,-0.702290
VQE,4,16,0,VQE_H4_Q16_s0_shifted,16,16,3,1,2,0.187500,89,89,1.000000,2.876404,2.876404,0.000000,0.651685,0.05618,-0.595505
VQE,4,16,0,VQE_H4_Q16_s0_shifted,16,16,4,1,2,0.250000,67,67,1.000000,3.820896,3.820896,0.000000,0.552239,0.044776,-0.507463
VQE,4,16,0,VQE_H4_Q16_s0_shifted,4,4,2,1,2,0.500000,131,131,1.000000,1.954198,1.954198,0.000000,0.435115,0.022901,-0.412214
VQE,4,16,0,VQE_H4_Q16_s0_shifted,4,4,3,1,2,0.750000,89,89,1.000000,2.876404,2.876404,0.000000,0.202247,0.033708,-0.168539
VQE,4,16,0,VQE_H4_Q16_s0_shifted,4,4,4,1,2,1.000000,67,67,1.000000,3.820896,3.820896,0.000000,0.029851,0.029851,0.000000
VQE,4,16,0,VQE_H4_Q16_s0_shifted,8,8,2,1,2,0.250000,131,131,1.000000,1.954198,1.954198,0.000000,0.648855,0.038168,-0.610687
VQE,4,16,0,VQE_H4_Q16_s0_shifted,8,8,3,1,2,0.375000,89,89,1.000000,2.876404,2.876404,0.000000,0.505618,0.044944,-0.460674
VQE,4,16,0,VQE_H4_Q16_s0_shifted,8,8,4,1,2,0.500000,67,67,1.000000,3.820896,3.820896,0.000000,0.358209,0.029851,-0.328358
VQE,4,16,1,VQE_H4_Q16_s1_shifted,16,16,2,1,2,0.125000,131,131,1.000000,1.954198,1.954198,0.000000,0.755725,0.053435,-0.702290
VQE,4,16,1,VQE_H4_Q16_s1_shifted,16,16,3,1,2,0.187500,89,89,1.000000,2.876404,2.876404,0.000000,0.651685,0.05618,-0.595505
VQE,4,16,1,VQE_H4_Q16_s1_shifted,16,16,4,1,2,0.250000,67,67,1.000000,3.820896,3.820896,0.000000,0.552239,0.044776,-0.507463
VQE,4,16,1,VQE_H4_Q16_s1_shifted,4,4,2,1,2,0.500000,131,131,1.000000,1.954198,1.954198,0.000000,0.435115,0.022901,-0.412214
