algorithm,group_type,group_value,pair_count,unique_seed_count,depth_reduction_pct_median,throughput_gain_pct_median,throughput_gain_pct_q1,throughput_gain_pct_q3,stall_reduction_pct_median,utilization_gain_pct_median,raw_throughput_median,raw_stall_rate_median,throughput_positive_count,throughput_zero_count,throughput_negative_count,throughput_sign_test_pvalue
QAOA,latency_profile,l1_l1,180,5,97.368421,10.491176,1.686747,31.707344,-1.729726,10.491167,3.929128,0.051546,177,3,0,0.0
QAOA,latency_profile,l2_l2,180,5,97.368421,57.293162,13.046347,106.872052,75.296452,57.293073,3.634193,0.17919,180,0,0,0.0
QAOA,latency_profile,mixed,360,5,97.368421,33.438086,5.901637,69.523829,-3.856124,33.438211,3.827338,0.113965,360,0,0,0.0
QAOA,policy,asap,120,5,97.368421,30.383017,8.193604,75.903616,75.658395,30.383029,3.771434,0.115308,120,0,0,0.0
QAOA,policy,greedy_critical,120,5,97.368421,18.192405,5.01342,71.998596,-0.399018,18.19236,3.827338,0.110954,119,1,0,0.0
QAOA,policy,regime_switch,120,5,97.368421,28.035162,7.658082,72.012728,56.195559,28.035226,3.80553,0.118382,120,0,0,0.0
QAOA,policy,regime_switch_refined,120,5,97.368421,22.266776,6.482627,72.012728,11.486864,22.26679,3.81505,0.115308,120,0,0,0.0
QAOA,policy,shifted_critical,120,5,97.368421,18.192405,4.973257,71.410338,-3.856124,18.19236,3.827338,0.110954,119,1,0,0.0
QAOA,policy,stall_aware_shifted,120,5,97.368421,18.063213,5.239972,72.012728,-1.126866,18.063289,3.81205,0.115378,119,1,0,0.0
QAOA,raw_saturation_bucket,active,107,5,97.368421,50.2439,35.406694,63.809514,95.788194,50.243958,5.24026,0.182724,107,0,0,0.0
QAOA,raw_saturation_bucket,near_saturation,99,5,98.561151,10.586319,7.544143,18.849854,94.24979,10.586289,7.156951,0.057024,99,0,0,0.0
QAOA,raw_saturation_bucket,saturated,22,5,98.561151,1.954387,0.821019,3.846158,-0.798036,1.954348,7.811502,0.003086,19,3,0,4e-06
QAOA,raw_saturation_bucket,underutilized,492,5,97.260274,24.315679,4.455552,109.523815,-190.656085,24.315638,3.377483,0.135922,492,0,0,0.0
QAOA,raw_stall_bucket,stall_high,300,5,94.117647,94.684875,63.809514,186.666713,91.323715,94.684899,2.474746,0.35461,300,0,0,0.0
QAOA,raw_stall_bucket,stall_low,228,5,98.561151,3.766031,1.97205,5.901637,-1262.739283,3.766005,3.888715,0.022727,225,3,0,0.0
QAOA,raw_stall_bucket,stall_medium,192,5,97.368421,17.608739,10.669992,25.609749,-14.997781,17.60876,3.770637,0.092512,192,0,0,0.0
QAOA,width_profile,W8_M8_F4,360,5,97.368421,7.772021,3.507345,40.360056,-600.5184,7.771852,3.677885,0.057831,360,0,0,0.0
QAOA,width_profile,W8_M8_F8,360,5,97.368421,51.23153,17.184956,154.929242,93.512876,51.231617,5.198697,0.198417,357,3,0,0.0
QFT,latency_profile,l1_l1,120,5,90.652286,10.332056,5.069575,31.425381,-145.073143,10.33204,4.49078,0.053228,120,0,0,0.0
QFT,latency_profile,l2_l2,120,5,90.652286,31.27324,15.320275,82.011603,-5.071928,31.273362,3.433173,0.170895,120,0,0,0.0
QFT,latency_profile,mixed,240,5,90.652286,19.225749,9.562502,56.486465,-57.584902,19.22577,3.865182,0.098958,240,0,0,0.0
QFT,policy,asap,80,5,90.652286,19.828311,8.304825,43.294073,-5.202424,19.82824,3.858696,0.106918,80,0,0,0.0
QFT,policy,greedy_critical,80,5,90.652286,17.566094,7.317348,43.257015,1.112947,17.566164,3.870416,0.087992,80,0,0,0.0
QFT,policy,regime_switch,80,5,90.652286,19.577779,8.282218,43.148912,-13.20221,19.577835,3.862881,0.108547,80,0,0,0.0
QFT,policy,regime_switch_refined,80,5,90.652286,19.577779,8.282218,43.148912,-11.250265,19.577835,3.865182,0.103067,80,0,0,0.0
QFT,policy,shifted_critical,80,5,90.652286,17.980617,7.317348,43.314147,-5.210665,17.980722,3.870416,0.083288,80,0,0,0.0
QFT,policy,stall_aware_shifted,80,5,90.652286,17.980617,7.313053,43.314147,-2.819231,17.980722,3.864571,0.083878,80,0,0,0.0
QFT,raw_saturation_bucket,active,40,5,90.909091,50.931674,39.187145,51.282053,94.218991,50.931684,5.220339,0.205761,40,0,0,0.0
QFT,raw_saturation_bucket,near_saturation,110,5,90.39548,14.8125,10.087172,17.777788,96.852733,14.8125,6.9374,0.083878,110,0,0,0.0
QFT,raw_saturation_bucket,underutilized,330,5,90.909091,21.405753,4.3125,90.361461,-371.226961,21.405852,3.725227,0.09305,330,0,0,0.0
QFT,raw_stall_bucket,stall_high,164,5,90.909091,90.361461,35.987261,100.0,93.962899,90.361389,3.911111,0.338608,164,0,0,0.0
QFT,raw_stall_bucket,stall_low,120,5,90.39548,4.12759,3.189723,5.549878,-1500.770587,4.127698,3.829327,0.026434,120,0,0,0.0
QFT,raw_stall_bucket,stall_medium,196,5,90.39548,17.343173,11.557018,21.725225,-209.494927,17.34315,3.726316,0.087809,196,0,0,0.0
QFT,width_profile,W8_M8_F4,240,5,90.652286,8.748574,4.12759,21.725225,-721.151603,8.748615,3.643233,0.053185,240,0,0,0.0
QFT,width_profile,W8_M8_F8,240,5,90.652286,39.187145,14.874992,99.363075,96.249739,39.18712,5.670081,0.186947,240,0,0,0.0
VQE,latency_profile,l1_l1,180,5,97.142857,3.307394,0.633535,10.485964,-229.93394,3.307447,4.498153,0.011964,150,30,0,0.0
VQE,latency_profile,l2_l2,180,5,97.142857,7.855636,2.675106,28.143707,-47.343294,7.855602,3.810391,0.059803,160,20,0,0.0
VQE,latency_profile,mixed,360,5,97.142857,5.045871,0.876325,18.181809,-115.173746,5.045953,3.927133,0.029358,290,70,0,0.0
VQE,policy,asap,120,5,97.142857,9.834089,4.100179,26.012167,-11.914536,9.834095,3.908486,0.046773,120,0,0,0.0
VQE,policy,greedy_critical,120,5,97.142857,2.460162,0.0,17.910474,-152.790206,2.460176,3.965184,0.012121,85,35,0,0.0
VQE,policy,regime_switch,120,5,97.142857,9.834089,3.947274,23.469615,-177.615055,9.834095,3.90476,0.046918,120,0,0,0.0
VQE,policy,regime_switch_refined,120,5,97.142857,6.418723,1.441134,18.046142,-213.043813,6.418712,3.925323,0.030761,105,15,0,0.0
VQE,policy,shifted_critical,120,5,97.142857,2.460162,0.0,17.910474,-183.815866,2.460176,3.965184,0.012121,85,35,0,0.0
VQE,policy,stall_aware_shifted,120,5,97.142857,4.286509,0.0,20.895531,-115.552394,4.286616,3.92909,0.025449,85,35,0,0.0
VQE,raw_saturation_bucket,active,70,5,93.333333,45.714287,37.142871,72.972975,59.11552,45.714327,5.019608,0.11215,70,0,0,0.0
VQE,raw_saturation_bucket,near_saturation,95,5,97.142857,9.302324,5.825247,18.181809,85.22748,9.302369,7.2,0.042553,95,0,0,0.0
VQE,raw_saturation_bucket,saturated,135,5,98.412698,0.0,0.0,0.0,0.0,0.0,7.937984,0.005814,15,120,0,6.1e-05
VQE,raw_saturation_bucket,underutilized,420,5,97.142857,5.343295,1.801345,20.895531,-1284.089101,5.343297,3.789474,0.03507,420,0,0,0.0
VQE,raw_stall_bucket,stall_high,95,5,93.333333,81.081061,72.972975,105.128219,72.334732,81.081087,3.820896,0.3375,95,0,0,0.0
VQE,raw_stall_bucket,stall_low,450,5,98.412698,1.801345,0.0,5.198779,-1082.344354,1.801346,3.953668,0.012121,330,120,0,0.0
VQE,raw_stall_bucket,stall_medium,175,5,93.333333,18.181809,10.606074,27.53623,-268.437418,18.181829,3.661017,0.082051,175,0,0,0.0
VQE,width_profile,W8_M8_F4,360,5,97.142857,4.587154,1.606607,15.773426,-1674.578844,4.587235,3.789474,0.026239,360,0,0,0.0
VQE,width_profile,W8_M8_F8,360,5,97.142857,9.142181,0.0,59.343631,70.857516,9.142202,7.2,0.035513,240,120,0,0.0
